HAGR_ID,Organism_Kingdom,Organism_Phylum,Organism_Class,Organism_Order,Organism_Family,Organism_Genus,Organism_Species,Organism_Common_Name,Female_Maturity_in_Days,Male_Maturity_in_Days,Gestation_or_Incubation_Days,Weaning_Days,Litter_Clutch_Size,Litters_Clutches_Per_Year,Interlitter_Interbirth_Interval,Birth_Weight_in_Grams,Weaning_Weight_in_Grams,Adult_Weight_in_Grams,Growth_Rate,Maximum_Longevity_Years,Source,Specimen_Origin,Sample_Size,Data_Quality,IMR_Per_Year,MRDT_in_Years,Metabolic_Rate_in_Weeks,Body_Mass_in_Grams,Temperature_in_Kelvin,References
151,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,elongatus,Del Norte salamander,,,,,7,,,,,,,13.3,485,captivity,small,acceptable,,,,,,"485,749"
152,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,glutinosus,Northern slimy salamander,910,910,,,21,,,,,4.2,,20.1,485,captivity,small,acceptable,,,0.00191,4.2,288,"37,468,485"
153,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,jordani,Red-cheeked salamander,1825,1095,,,,,,,,,,19.8,485,captivity,tiny,acceptable,,,,,,"485,512,528"
154,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,vehiculum,Western red-backed salamander,,,,,,,,,,,,11.1,485,captivity,small,acceptable,,,,,,485
155,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,yonahlossee,Yonahlossee salamander,1095,1095,,,,,,,,,,,,unknown,tiny,low,,,,,,"451,528"
156,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,montanus,Mud salamander,1643,1095,,,,,,,,,,15.1,485,captivity,small,acceptable,,,,,,"485,749"
157,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,ruber,Red salamander,1825,1460,75,,80,,,,,,,20.1,485,captivity,small,acceptable,,,,,,"485,749"
158,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Speleomantes,italicus,Italian cave salamander,1278,1278,304,,10,,,,,,,10.6,485,captivity,small,acceptable,,,,,,"485,749"
159,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,maculosus,Mudpuppy,2190,1825,50,,68,,,,,,,34,,unknown,medium,acceptable,,,,,,"528,539,749"
160,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,punctatus,Dwarf waterdog,1825,1825,,,30,,,,,,,,,unknown,tiny,low,,,,,,"451,528,749"
161,Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,anguinus,Olm,4124,,133,,35,,4562,,,17,,102,934,wild,medium,acceptable,,999,,,,"485,749,934"
162,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Calotriton,asper,Pyrenean brook newt,,,,,,,,,,,,26,525,wild,medium,acceptable,,,,,,525
163,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,ensicauda,Brown newt,,,,,,,,,,,,17.9,451,captivity,medium,acceptable,,,,,,451
164,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,pyrrhogaster,Japanese firebelly newt,913,913,20,,200,,,,,,,25,485,captivity,medium,acceptable,,,,,,"854,857,498,801,260"
165,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Ichthyosaura,alpestris,Laureutis alpine salamander,1460,1095,,,,,,,,,,15,451,captivity,small,acceptable,,,,,,"451,462,525"
166,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,boscai,Bosca's newt,,,,,160,,,,,,,8,525,wild,medium,acceptable,,,,,,"525,749"
167,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,vulgaris,Smooth newt,1095,730,,,180,,,,,,,20,525,captivity,medium,acceptable,,,,,,"525,749"
168,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,perstriatus,Striped newt,487,487,,,,,,,,,,12.9,485,captivity,large,acceptable,,,,,,"485,749"
169,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,viridescens,Eastern newt,2000,2000,,,,,,,,,,25,website feedback,captivity,medium,acceptable,,,,,,"233,483,525,528,749"
170,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pachytriton,brevipes,Tsitou newt,,,,,,,,,,,,6.5,451,captivity,small,acceptable,,,,,,451
171,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,chinensis,Asian newt,,,,,,,,,,,,10.3,485,captivity,tiny,acceptable,,,,,,485
172,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,poireti,Algerian newt,,,,,,,,,,,,14,451,captivity,small,acceptable,,,,,,451
173,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,waltl,Iberian ribbed newt,,,13,,725,,,,,,,19.5,451,captivity,medium,acceptable,,,,,,"451,749"
174,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,atra,Golden alpine salamander,,,,,,,,,,,,17,525,wild,medium,acceptable,,,,,,525
175,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,salamandra,European fire salamander,,,,,,,,,,19.1,,24,451,captivity,medium,acceptable,,,0.00857,19.1,288,"37,451"
176,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,granulosa,Rough-skinned newt,1278,1278,23,,,,,,,12.32,,,,unknown,small,low,,,0.00518,12.2,288,"37,451,749"
177,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,rivularis,Red-bellied newt,1825,1825,18,,10,,,,,,,,,unknown,tiny,low,,,,,,"485,749"
178,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,torosa,California newt,1095,1095,45,,122,,,0.45,,,,21.8,451,captivity,small,acceptable,,,,,,"451,749"
179,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,carnifex,Italian crested newt,,,,,,,,,,,,11,525,wild,medium,acceptable,,,,,,525
180,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,cristatus,Northern crested newt,,,16,,225,,,,,,,28,525,captivity,medium,acceptable,,,,,,"327,525,749"
181,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,marmoratus,Marbled newt,1460,1460,,,,,,,,,,25,525,captivity,small,acceptable,,,,,,525
182,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Tylototriton,verrucosus,Mandarin salamander,1460,1460,,,43,,,,,,,11,525,wild,medium,acceptable,,,,,,"485,525,749"
183,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,intermedia,Lesser siren,730,730,60,,350,,,,,,,25.7,451,captivity,medium,acceptable,,,,,,"451,468,749"
184,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,lacertina,Greater siren,,,,,500,,,,,,,25,485,captivity,small,acceptable,,,,,,"485,749"
185,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Dermophis,mexicanus,Mexican burrowing caecilian,,,,,,,,,,,,13.8,451,captivity,small,acceptable,,,,,,451
186,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,compressicauda,Cayenne caecilian,,,,,,,,,,,,4.9,485,captivity,small,acceptable,,,,,,485
187,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,natans,Aquatic caecilian,,,,,,,,,,,,,,unknown,medium,low,,,,,,451
188,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,kohtaoensis,Yellow-striped caecilian,,,,,,,,,,,,7.3,451,captivity,small,acceptable,,,,,,451
190,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,Cooper's hawk,730,730,24,,4,1,,28,,526.64,0.212,20.3,427,wild,medium,acceptable,,,,,,"427,444,445,732"
191,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,Northern goshawk,365,730,33,,3,1,,,,1044.2,0.225,22,450,wild,medium,acceptable,,,,,,"4,374,444,454,507,290,000,000"
192,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,nisus,Eurasian sparrowhawk,365,365,,,,,,,,237.5,0.258,20.2,450,wild,medium,acceptable,,,0.9516,135,,"45,051,072,973,282,000,000,000"
193,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,striatus,Sharp-shinned hawk,365,365,34,,4,1,,,,135,,19.9,427,wild,medium,acceptable,,,,,,"427,437,444,445"
194,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,monachus,Cinereous vulture,,,,,,,,,,9625,,39,1,captivity,medium,acceptable,,,,,,"1,821"
195,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,adalberti,Spanish imperial eagle,,,,,,,,,,3000,,44.5,575,captivity,small,acceptable,,,,,,"575,972"
196,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,audax,Wedge-tailed eagle,,,,,,,,,,3466,,40,1,captivity,small,acceptable,,,,,,"1,820"
197,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Golden eagle,1460,1460,40,,2,1,,110.6,,4800,0.126,48,437,captivity,medium,acceptable,,,4.9929,3000,,"61,425,437,440,445,700"
198,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,fasciata,Bonelli's eagle,,,,,,,,,,2000,0.154,20,1,captivity,small,acceptable,,,,,,"1,732,820"
199,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,heliaca,Eastern imperical eagle,,,,,,,,,,3262,,56,1,captivity,medium,acceptable,,,,,,"1,821"
200,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,nipalensis,Steppe eagle,,,,,,,,,,2745.5,,41,1,captivity,small,acceptable,,,,,,"1,820"
201,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,pomarina,Lesser spotted eagle,,,,,,,,,,1370,,26.1,1,wild,medium,acceptable,,,,,,"1,820"
202,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,rapax,Tawny eagle,,,,,,,,,,1996.1,0.093,40.3,575,captivity,medium,acceptable,,,,,,"575,732,821"
203,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Butastur,indicus,Grey-faced buzzard,,,,,,,,,,415,,8.5,1,wild,medium,acceptable,,,,,,"1,820"
204,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,buteo,Buzzard,730,730,,,,,,,,1012,0.189,28.8,450,wild,medium,acceptable,,,,,,"450,729,732"
205,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,Red-tailed hawk,730,730,31,,3,1,,57.6,,1362,0.188,30.7,427,wild,large,acceptable,,,,,,"1,427,437,444,445,730"
206,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,Rough-legged hawk,730,730,29,,5,1,,41.62,,980.64,,18.8,450,wild,small,acceptable,,,,,,"437,444,445,450"
207,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lineatus,Red-shouldered hawk,365,365,33,,3.5,1,,35,,607,,22.4,427,wild,medium,acceptable,,,2.11,658,,"427,435,440,444,445,000"
208,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,platypterus,Broad-winged hawk,365,365,25,,2.5,1,,28,,454,0.271,18.3,577,wild,small,acceptable,,,,,,"444,445,577,732"
209,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,regalis,Ferruginous hawk,730,730,32,,3,1,,51.6,,1500,0.171,23.7,427,wild,medium,acceptable,,,,,,"427,437,445,448,732"
210,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,rufinus,Long-legged buzzard,,,,,,,,,,1174.5,,,,unknown,small,low,,,,,,"450,820"
211,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,solitarius,Hawaiian hawk,,,38,,1,,,35,,505,,17,445,wild,medium,acceptable,,,,,,445
212,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,Swainson's hawk,730,730,31,,3,1,,39.4,,980.64,0.158,24.9,427,wild,medium,acceptable,,,,,,"427,437,444,445,732,000"
213,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,anthracinus,Common black hawk,730,730,38,,1.5,1,,,,837,,13.5,1,wild,medium,acceptable,,,,,,"1,444,445"
214,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,cinereus,Brown snake eagle,,,,,,,,,,2048,0.037,,,unknown,tiny,low,,,,,,"1,732,820"
215,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,gallicus,Short-toed eagle,1095,1095,,,,,,,,1699.5,,17.3,1,wild,medium,acceptable,,,,,,"1,729,820"
216,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,Swamp harrier,730,730,,,,,,,,711.5,,20.1,450,wild,medium,acceptable,,,,,,"450,729,820"
217,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,cyaneus,Northern harrier,365,365,31,,4.4,1,,23.8,,392,0.25,17.1,450,wild,medium,acceptable,,,,,,"437,444,445,450,732"
218,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,macrourus,Pallid harrier,,,,,,,,,,388.5,,13.5,1,wild,medium,acceptable,,,,,,"1,820"
219,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,pygargus,Montagu's harrier,730,730,,,,,,,,315.5,,16.3,1,wild,medium,acceptable,,,,,,"1,729,820"
220,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,caeruleus,Black-winged kite,,,,,,,,,,260.5,,6,1,wild,medium,acceptable,,,,,,"1,820"
221,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,leucurus,White-tailed kite,,,30,,4.1,1.5,,17.4,,280,,6,427,wild,tiny,acceptable,,,,,,"427,444,445"
222,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Geranoaetus,melanoleucus,Black-chested buzzard-eagle,,,,,,,,,,2447.5,,42,575,captivity,medium,acceptable,,,5.1887,2860,,"425,575,820"
223,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,Bearded vulture,,,,,,,,,,5070,,40,1,captivity,medium,acceptable,,,,,,1
224,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypohierax,angolensis,Palm-nut vulture,,,,,,,,,,1600,,27.1,575,captivity,medium,acceptable,,,,,,"575,820"
225,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,africanus,White-backed vulture,,,,,,,,,,5433,0.045,19.7,575,captivity,medium,acceptable,,,,,,"575,732,820"
226,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,bengalensis,Bengal vulture,,,,,,,,,,4385,,,,unknown,tiny,low,,,,,,"575,820"
227,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,fulvus,Eurasian griffon,1460,1460,,,,,,,,7436,,41.4,1,captivity,large,acceptable,,,,,,"1,729,820"
228,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,albicilla,White-tailed sea-eagle,1460,1460,41,,2,,,,,6696.5,0.14,42,1,captivity,medium,acceptable,,,,,,"14,447,321,146"
229,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,Bald eagle,1460,1460,35,,2,1,,,,3175,0.098,48,,captivity,large,acceptable,,,,,,"614,374,384,404,444,000,000,000"
230,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpia,harpyja,Harpy eagle,,,,,,,,,,4800,,16.8,575,captivity,medium,acceptable,,,,,,"575,820"
231,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpyopsis,novaeguineae,New Guinea eagle,,,,,,,,,,,,30,1,captivity,tiny,acceptable,,,,,,1
232,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Hieraaetus,morphnoides,Little eagle,,,,,,,,,,791,,10.3,1,wild,medium,acceptable,,,,,,"1,820"
233,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,mississippiensis,Mississippi kite,365,365,31,,2,1,,17,,266,0.169,11.2,427,wild,tiny,acceptable,,,,,,"427,444,445,732"
234,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Kaupifalco,monogrammicus,Lizard buzzard,,,,,,,,,,280.5,,8.6,1,wild,medium,acceptable,,,,,,"1,820"
235,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Lophoictinia,isura,Square-tailed kite,,,,,,,,,,585.5,,17,1,wild,medium,acceptable,,,,,,"1,820"
236,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,migrans,Black kite,1095,1095,,,,,,,,1000,0.179,24,,unknown,medium,acceptable,,,,,,"6,172,973,211,431,280"
237,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,milvus,Red kite,1095,1095,,,,,,,,1080,,38,1,captivity,medium,acceptable,,,,,,"1,729,820"
238,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Neophron,percnopterus,Egyptian vulture,,,,,,,,,,2082,0.102,37,1,captivity,medium,acceptable,,,,,,"17,328,201,278"
239,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,unicinctus,Harris's hawk,365,365,34,,3,2,,,,994.26,,25,1,captivity,large,acceptable,,,,,,"1,444,445"
240,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pernis,apivorus,Western honey-buzzard,1095,1095,,,,,,,,758,,29,1,wild,medium,acceptable,,,2.36428,652,,"1,425,729,820"
241,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pithecophaga,jefferyi,Philippine eagle,1825,2555,63,,1,,,,,6500,,41,515,captivity,small,acceptable,,,,,,515
242,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,Snail kite,365,365,30,,3,2,,29.3,,352.5,,17,1,wild,tiny,acceptable,,,,,,"1,61,444,445,1143"
243,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Terathopius,ecaudatus,Bateleur,,,,,,,,,,2200,,55,1146,unknown,small,questionable,,,,,,"8,201,146"
244,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,aura,Turkey vulture,4015,4015,39,,2,1,,60,,2200,0.126,20.8,,unknown,medium,acceptable,,,,,,"444,445,732,977"
245,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Black vulture,2920,2920,35,,2,1,,70,,2270,0.1,25.5,576,wild,medium,acceptable,,,,,,"444,445,576,732"
246,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,californianus,California condor,2190,2190,57,,1,2,,185.3,,11175,,45,1,wild,medium,acceptable,,,,,,"1,61,437,444,445"
247,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,papa,King vulture,,,57,,,,,,,3405,0.078,40,1,captivity,small,acceptable,,,,,,"1,444,732"
248,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Vultur,gryphus,Andean condor,2555,2555,56,,1,,,,,10500,0.078,79,855,captivity,medium,acceptable,,,,,,"24,387,328,551,149"
249,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,Osprey,1095,1095,38,,3,1,,50.3,,1362,0.172,32,427,wild,medium,acceptable,0.6,,,,,"427,437,444,445,732"
250,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,galericulata,Mandarin duck,,,29,,10.5,,,,,570,,10.4,553,wild,small,questionable,,,,,,"553,820"
251,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,sponsa,Wood duck,365,365,31,,12,2,,23.7,,452.8,,22.5,577,wild,large,acceptable,,,2.247,448,,"4,374,444,455,105,770,000"
252,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,aegyptiaca,Egyptian goose,730,730,29,,7,,,,,1900,,25.5,575,captivity,small,acceptable,,,,,,"427,448,575"
253,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,Northern pintail,240,240,22,,7.5,1,,26,,721,,27.4,450,wild,large,acceptable,,,,,,"437,444,445,450"
254,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,americana,American wigeon,365,365,23,,9,1,,24,,793.8,,21.3,576,wild,large,acceptable,,,,,,"444,445,576"
255,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,bahamensis,White-cheeked pintail,,,,,,,,,,491.7,,,,unknown,large,low,,,,,,"427,820,849"
256,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,clypeata,Northern shoveler,240,240,23,,11,1,,23,,613,,22.6,553,wild,medium,acceptable,,,3.9209,554,,"425,444,445,553,729,000"
257,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,crecca,Green-winged teal,180,180,22,,10,1,,15,,343.8,,27.1,450,wild,medium,acceptable,,,1.68388,250,,"425,437,444,445,450,000"
258,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,cyanoptera,Cinnamon teal,365,365,23,,10,1.5,,18.2,,411,,12.9,576,wild,medium,acceptable,,,,,,"444,445,576"
259,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,discors,Blue-winged teal,240,240,24,,10,1,,18.3,,420,,23.2,427,wild,large,acceptable,,,,,,"427,437,444,445"
260,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,fulvigula,Mottled duck,365,365,26,,10,1,,32.9,,950,,20,1,captivity,small,acceptable,,,,,,"1,445"
261,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,laysanensis,Laysan duck,365,365,28,,3.8,1,,26,,500,,12,576,wild,small,acceptable,,,,,,"445,576"
262,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,penelope,Eurasian wigeon,365,365,24,,8,,,,,660,,35.2,450,wild,medium,acceptable,,,2.8538,723,,"425,444,450,729"
263,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Mallard,365,365,26,,9,1,,32.8,,1048.1,0.12,29.1,,unknown,medium,acceptable,,,4.068,1020,,"61,394,437,444,445,500,000,000"
264,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,querquedula,Garganey,365,365,,,,,,,,326,,14.7,450,wild,medium,acceptable,,,,,,"450,729,820"
265,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,rubripes,American black duck,365,365,28,,9,1,,32,,998.7,0.084,26.6,972,wild,large,acceptable,,,3.6076,904,,"425,437,444,445,732,000"
266,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,strepera,Gadwall,240,240,26,,10,1,,35.6,,791,0.115,28,972,unknown,medium,acceptable,,,,,,"437,444,445,450,732,000"
267,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,albifrons,Greater white-fronted goose,1095,1095,27,,5,1,,90.3,,2681,,47,445,captivity,medium,acceptable,,,,,,"437,444,445"
268,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,anser,Greylag goose,1095,1095,,,,,,,,3308.5,0.104,31,575,captivity,large,high,,,,,,"543,575,729,732,820"
269,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,brachyrhynchus,Pink-footed goose,1095,1095,,,,,,,,2645,,40.9,450,wild,medium,acceptable,,,,,,"450,729,820"
270,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,fabalis,Bean goose,1095,1095,28,,4,,,,,3348,,25.6,450,wild,medium,acceptable,,,,,,"444,450,729"
271,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Lesser scaup,365,365,24,,10,1,,30.8,,787,0.091,18.3,576,wild,large,acceptable,,,,,,"4,444,455,767,321,140"
272,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,americana,Redhead,365,365,26,,13,1,,37.6,,1077.3,0.089,22.6,427,wild,large,acceptable,,,,,,"427,444,445,732"
273,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris,Ring-necked duck,365,365,27,,9,1,,29.3,,737,,20.4,577,wild,large,acceptable,,,,,,"444,445,577"
274,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ferina,Common pochard,365,365,,,,,,,,823,,23.2,450,wild,medium,acceptable,,,,,,"450,729,820"
275,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,fuligula,Tufted duck,365,365,,,,,,,,701.5,0.144,45.2,450,wild,medium,acceptable,,,,,,"450,729,732,820"
276,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,marila,Greater scaup,365,365,26,,9,1,,46.3,,928.5,,22.1,576,wild,large,acceptable,,,,,,"444,445,576,729"
277,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,valisineria,Canvasback,240,240,24,,9,1,,44.7,,1208.8,0.087,29.5,427,wild,large,acceptable,,,,,,"427,437,444,445,732"
278,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,bernicla,Brent goose,730,730,24,,4,1,,43.6,,1163.2,0.08,28.8,450,wild,large,acceptable,,,,,,"444,445,450,729,732"
279,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,canadensis,Canada goose,730,730,26,,5,1,,85.5,,3200,0.113,42,,unknown,medium,acceptable,,,,,,"437,444,445,729,732"
280,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,hutchinsii,Cackling goose,,,,,,,,,,1940.1,,18.3,427,wild,medium,acceptable,,,,,,"427,820"
281,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,leucopsis,Barnacle goose,730,730,,,,,,,,1687,,28.2,450,wild,medium,acceptable,,,,,,"45,072,982,011,431,100"
282,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,sandvicensis,Hawaiian goose,912,730,30,,4,1,,90.8,,2150,,42,445,wild,medium,acceptable,,,,,,"4,451,143"
283,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,albeola,Bufflehead,730,730,30,,8,1,,23.8,,400,,18.7,427,wild,medium,acceptable,,,,,,"427,438,445"
284,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,clangula,Common goldeneye,730,730,30,,10,1,,38.1,,895.86,,18.4,427,wild,medium,acceptable,0.4,,,,,"4,274,444,451,143"
285,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,islandica,Barrow's goldeneye,730,730,29,,11,1,,,,957.15,,18,576,wild,medium,acceptable,,,,,,"444,445,576"
286,Animalia,Chordata,Aves,Anseriformes,Anatidae,Callonetta,leucophrys,Ringed teal,365,365,,,,,,,,365.5,,,,unknown,medium,low,,,,,,820
